# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.74
2                      24.09
4                      24.31
8                      25.73
16                     28.77
32                     31.45
64                     32.11
128                    34.34
256                    38.80
512                    44.73
1024                   50.18
2048                   61.48
4096                   83.85
8192                  125.52
16384                 207.67
32768                 370.16
65536                 702.21
131072               1369.28
262144               2659.75
524288               5191.88
1048576             10316.36
