# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     246.71
2                     247.99
4                     249.11
8                     254.29
16                    253.63
32                    257.78
64                    341.74
128                   366.98
256                   421.63
512                  5055.88
1024                  452.26
2048                  482.88
4096                  526.93
8192                 1101.76
16384                 816.92
32768                5215.77
65536                6100.61
131072             116351.21
262144              13804.02
524288              91133.42
1048576             42237.04
