# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     136.15
2                     139.93
4                     141.42
8                     141.09
16                    146.17
32                    147.82
64                    148.47
128                   225.61
256                   247.66
512                   317.31
1024                  212.43
2048                  221.76
4096                  244.83
8192                  289.68
16384                 404.41
32768                 666.10
65536                1261.81
131072               2690.95
262144               6108.54
524288              10085.26
1048576             19141.21
