# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     136.92
8                     137.17
16                    127.32
32                    127.34
64                     56.60
128                    57.61
256                    59.32
512                    62.26
1024                   65.69
2048                   71.52
4096                   77.33
8192                  154.60
16384                 168.14
32768                 171.94
65536                 175.47
131072                211.60
262144                228.58
524288                260.88
1048576               339.45
