# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      32.08
8                      32.87
16                     32.88
32                     46.88
64                     46.52
128                    50.59
256                    53.26
512                    55.80
1024                   59.52
2048                   61.43
4096                   65.30
8192                   91.37
16384                 103.82
32768                 129.30
65536                 180.50
131072                293.54
262144                523.92
524288                980.54
1048576              1906.51
