# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      49.16
8                      51.00
16                     50.97
32                     67.89
64                     66.61
128                    70.74
256                    70.62
512                    73.77
1024                   78.24
2048                   80.15
4096                   84.89
8192                  108.99
16384                 124.40
32768                 155.90
65536                 216.65
131072                362.69
262144                651.79
524288               1213.43
1048576              2335.86
