# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     110.41
8                     110.39
16                    100.98
32                    100.92
64                     43.78
128                    44.12
256                    45.48
512                    47.56
1024                   49.36
2048                   52.21
4096                   57.01
8192                  118.54
16384                 127.88
32768                 130.93
65536                 132.72
131072                157.86
262144                172.48
524288                202.25
1048576               264.07
