# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      45.53
8                      45.82
16                     45.86
32                     46.62
64                     46.33
128                    82.40
256                    86.28
512                   100.08
1024                  118.02
2048                  104.33
4096                  104.71
8192                  169.42
16384                 200.86
32768                 243.10
65536                 319.37
131072                518.76
262144                895.44
524288               1625.15
1048576            565113.35
