# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5385.51
2                      41.99
4                      44.93
8                      47.97
16                     52.90
32                     59.91
64                    879.74
128                   180.85
256                   157.46
512                   219.21
1024                  265.06
2048                  348.67
4096                  494.48
8192                 1011.69
16384                1582.27
32768                2762.55
65536                9197.54
131072               9986.40
262144              19767.85
524288              39234.72
1048576             78974.18
