# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.50
2                      74.36
4                      74.80
8                      75.81
16                     77.02
32                     86.15
64                     94.81
128                   107.84
256                   111.87
512                   136.73
1024                  167.40
2048                  214.74
4096                  292.07
8192                  437.03
16384                 712.37
32768                1265.87
65536                2372.32
131072               4653.40
262144               8997.61
524288              17728.19
1048576             35200.14
