# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1714.85
2                    1702.69
4                    1674.81
8                    1663.92
16                   1682.49
32                   1626.98
64                   1357.93
128                  1382.52
256                  1395.97
512                    54.45
1024                   54.75
2048                   55.09
4096                   56.34
8192                   73.10
16384                  98.24
32768                 152.55
65536                 300.26
131072                622.80
262144               1182.39
524288               2447.79
1048576              5087.68
