# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     125.08
2                      87.97
4                     761.64
8                     682.14
16                    708.94
32                    701.43
64                    703.47
128                   705.45
256                   712.12
512                    89.97
1024                   91.27
2048                   88.63
4096                  105.56
8192                  114.12
16384                 117.53
32768                 126.68
65536                 161.21
131072                221.66
262144                303.35
524288                514.89
1048576               936.66
