# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      37.39
8                      38.69
16                     38.71
32                     39.19
64                     38.19
128                    41.73
256                    41.84
512                    42.54
1024                   43.33
2048                   58.82
4096                   53.24
8192                  108.47
16384                 116.82
32768                 134.39
65536                 254.37
131072                440.82
262144                812.72
524288               1545.79
1048576              3004.61
