# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      35.32
2                      37.28
4                      39.05
8                      42.03
16                     45.41
32                     58.33
64                     65.37
128                    79.05
256                    83.63
512                   108.64
1024                  138.80
2048                  186.06
4096                  264.86
8192                  414.36
16384                 702.79
32768                1288.84
65536                2457.07
131072               4794.80
262144               9500.25
524288              19252.87
1048576             38679.84
