# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     565.14
2                     674.74
4                      89.01
8                      91.36
16                     96.63
32                    102.68
64                   2243.70
128                   297.25
256                   303.39
512                   447.76
1024                  531.81
2048                  696.63
4096                  989.74
8192                 5637.17
16384                3178.09
32768                9192.23
65536               28981.39
131072              31764.47
262144              41777.85
524288             764962.48
1048576            375490.92
