# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      87.07
2                      86.35
4                      88.09
8                      97.12
16                    104.39
32                    114.09
64                    269.54
128                   304.53
256                   362.68
512                   603.05
1024                  698.17
2048                  856.28
4096                 1125.65
8192                17637.14
16384                3247.20
32768                8865.30
65536                9745.55
131072              18279.74
262144              35186.49
524288              69296.98
1048576            137505.52
