# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5170.24
2                    5174.07
4                    5227.77
8                    5315.26
16                   5315.51
32                   5316.48
64                   5347.57
128                  5650.40
256                  5580.88
512                  5651.40
1024                  328.37
2048                  333.18
4096                  354.83
8192                  405.24
16384                 472.64
32768                 677.25
65536                1078.07
131072               2233.28
262144               5313.55
524288               9605.60
1048576             16385.84
