# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      31.57
8                      32.70
16                     56.28
32                     56.30
64                     55.33
128                    59.13
256                    60.53
512                    64.50
1024                   78.30
2048                   75.10
4096                   78.78
8192                  119.13
16384                 146.31
32768                 184.61
65536                 233.79
131072                377.69
262144                660.91
524288               1230.48
1048576              2371.14
