# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      43.79
8                      44.94
16                     45.18
32                     46.32
64                     83.92
128                    87.59
256                    89.21
512                    93.80
1024                  124.73
2048                  109.17
4096                  112.54
8192                  168.97
16384                 203.28
32768                 242.48
65536                 320.47
131072                530.54
262144                918.34
524288               1709.95
1048576              3308.16
