# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      51.40
2                      50.65
4                      49.29
8                      50.00
16                     50.34
32                     53.12
64                     54.25
128                    54.54
256                    62.85
512                    76.34
1024                   81.42
2048                   86.79
4096                  106.32
8192                  141.55
16384                 191.90
32768                 287.73
65536                 472.60
131072                737.70
262144               1397.53
524288               2814.26
1048576              5659.50
