# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      96.49
2                      96.27
4                      96.39
8                      96.80
16                     96.70
32                     96.78
64                     97.47
128                    98.62
256                    99.55
512                   102.16
1024                  109.12
2048                  453.91
4096                  457.22
8192                  481.94
16384                 528.31
32768                 478.45
65536                 483.36
131072                507.86
262144                566.92
524288                711.15
1048576              1373.80
