# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      21.98
8                      22.43
16                     22.36
32                     22.73
64                     22.42
128                    25.80
256                    31.05
512                    31.11
1024                   32.13
2048                   46.14
4096                   40.40
8192                   90.62
16384                  96.95
32768                 106.88
65536                 242.68
131072                406.78
262144                738.96
524288               1394.95
1048576              2720.86
