# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     158.26
2                      96.10
4                      96.21
8                      96.44
16                     97.54
32                    101.81
64                    110.78
128                   117.02
256                   129.14
512                   167.19
1024                  231.23
2048                  332.69
4096                  546.29
8192                  971.81
16384                3198.31
32768                8139.62
65536               17733.50
131072              36862.71
262144              79286.37
524288             162738.90
1048576            327921.32
