# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      38.37
8                      39.52
16                     39.58
32                     39.94
64                     38.87
128                    42.51
256                    42.05
512                    42.50
1024                   43.35
2048                   45.14
4096                   49.62
8192                   70.88
16384                  81.00
32768                 100.49
65536                 184.43
131072                335.03
262144                635.45
524288               1226.86
1048576              2415.16
