# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      59.33
2                      59.17
4                      59.16
8                      59.42
16                     59.29
32                     59.39
64                     59.71
128                    60.53
256                    60.96
512                    62.26
1024                   65.76
2048                   73.03
4096                  216.12
8192                  224.44
16384                 239.96
32768                 235.45
65536                 241.24
131072                257.00
262144                285.95
524288                356.39
1048576               660.73
