# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.25
2                      21.25
4                      20.51
8                      20.69
16                     22.69
32                     25.29
64                     26.06
128                    27.17
256                    34.13
512                    47.70
1024                   53.44
2048                   57.18
4096                   76.39
8192                  109.76
16384                 157.64
32768                 246.06
65536                 423.79
131072                781.95
262144               1484.86
524288               2920.65
1048576              5860.03
