# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      32.49
8                      32.79
16                     33.00
32                     50.19
64                     49.49
128                    53.98
256                    56.57
512                    59.40
1024                   83.89
2048                   68.40
4096                   71.25
8192                  123.77
16384                 153.52
32768                 192.30
65536                 257.67
131072                418.59
262144                729.92
524288               1345.53
1048576              2575.94
