# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      43.03
8                      42.65
16                     42.65
32                     43.92
64                     45.14
128                    82.70
256                    84.51
512                    86.53
1024                   88.91
2048                  133.97
4096                   98.69
8192                  133.43
16384                 164.90
32768                 200.74
65536                 260.02
131072                457.36
262144                819.28
524288               1549.93
1048576              3008.23
