# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      28.40
2                      28.66
4                      30.21
8                      31.94
16                     34.16
32                     36.71
64                     47.83
128                    58.68
256                    62.39
512                    73.42
1024                   92.07
2048                  123.21
4096                  170.99
8192                  251.08
16384                 399.56
32768                 698.07
65536                1307.65
131072               2522.77
262144               4930.38
524288               9818.17
1048576             20232.29
