# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     423.03
2                     421.50
4                     423.15
8                     423.88
16                    423.95
32                    423.70
64                    425.30
128                   428.27
256                   425.85
512                   439.39
1024                  484.82
2048                  500.00
4096                  456.13
8192                  506.47
16384                 535.83
32768                 578.53
65536                 747.98
131072               1042.00
262144               1652.65
524288               3141.97
1048576              6895.40
