# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    4877.98
2                    5193.39
4                    5219.22
8                    5201.06
16                   5225.42
32                   5271.05
64                   5302.67
128                  5384.13
256                  5430.57
512                  5530.07
1024                  179.39
2048                  188.86
4096                  205.38
8192                  253.77
16384                 354.33
32768                 565.06
65536                1024.98
131072               2262.47
262144               5013.76
524288               8106.47
1048576             14948.54
