# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     141.26
8                      75.85
16                     75.84
32                     76.22
64                     74.07
128                    75.52
256                    75.03
512                    75.10
1024                   76.06
2048                   77.77
4096                   94.40
8192                  115.50
16384                 122.41
32768                 143.48
65536                 260.71
131072                454.72
262144                830.92
524288               1562.40
1048576              3029.60
