# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.37
2                      24.29
4                      30.56
8                      30.44
16                     31.59
32                     39.50
64                     40.19
128                    41.05
256                    41.86
512                    26.30
1024                   26.86
2048                   27.15
4096                   27.41
8192                   37.21
16384                  50.81
32768                  76.16
65536                 132.51
131072                258.32
262144                581.45
524288               1261.11
1048576              2864.69
