# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     234.05
2                     248.46
4                     249.45
8                     259.79
16                    254.01
32                    257.10
64                    338.76
128                   363.49
256                   433.58
512                   483.90
1024                  403.37
2048                  433.78
4096                  470.91
8192                  570.82
16384                 829.35
32768                5132.02
65536                6016.01
131072             214890.26
262144              13810.82
524288              23430.10
1048576             42396.52
