# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     108.92
2                     109.33
4                     110.19
8                     114.91
16                    129.30
32                    130.93
64                    297.88
128                   326.72
256                   373.54
512                   770.80
1024                 1012.65
2048                 1435.18
4096                 3661.16
8192                 9281.91
16384               18652.49
32768               37594.96
65536               78946.54
131072             162298.09
262144             327089.40
524288             652288.01
1048576           1306280.73
