# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      46.89
2                      46.64
4                      46.74
8                      47.97
16                     57.45
32                     57.70
64                     65.88
128                    60.68
256                    62.59
512                    39.97
1024                   41.19
2048                   43.89
4096                   49.48
8192                   77.41
16384                 107.69
32768                 173.95
65536                 306.35
131072                563.84
262144               1167.13
524288               2404.63
1048576              5111.57
