# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.71
8                      45.89
16                     46.06
32                     46.85
64                     82.71
128                    86.75
256                    87.33
512                    90.49
1024                   94.62
2048                   96.60
4096                  103.65
8192                  131.09
16384                 146.59
32768                 176.46
65536                 244.47
131072                402.48
262144                751.84
524288               1408.04
1048576              2663.22
