# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      56.17
8                      56.85
16                     56.83
32                     58.35
64                     57.42
128                    64.55
256                    93.12
512                    95.74
1024                   98.47
2048                  103.06
4096                  110.91
8192                  152.92
16384                 197.86
32768                 314.00
65536                 253.87
131072                496.22
262144                854.64
524288             309709.05
1048576              3586.19
