# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      45.87
8                      47.24
16                     47.10
32                     66.82
64                     65.87
128                    70.95
256                    72.47
512                    77.65
1024                  103.48
2048                   86.96
4096                   90.51
8192                  142.79
16384                 172.00
32768                 214.99
65536                 283.74
131072                463.87
262144                817.87
524288               1533.22
1048576              2965.66
