# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5791.56
2                    5954.83
4                    6068.73
8                    6144.34
16                   5287.01
32                   5384.62
64                   5336.06
128                  5308.01
256                  5394.65
512                  5472.77
1024                  197.07
2048                  191.37
4096                  192.34
8192                  945.49
16384                 348.48
32768                 611.35
65536                1273.58
131072               2781.83
262144               4504.79
524288               8155.03
1048576             15665.01
