# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      30.65
8                      31.56
16                     55.62
32                     55.96
64                     54.84
128                    58.46
256                    58.78
512                    62.11
1024                   65.59
2048                   67.49
4096                   72.30
8192                   87.54
16384                 105.46
32768                 129.30
65536                 177.65
131072                293.33
262144                517.33
524288                951.03
1048576              1817.13
