# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      61.52
2                      59.90
4                      60.05
8                      60.86
16                     60.92
32                     61.55
64                     62.81
128                    64.74
256                    69.55
512                    74.68
1024                   83.16
2048                  100.90
4096                  125.01
8192                  164.50
16384                 248.32
32768                 416.32
65536                 750.03
131072               1420.24
262144               2455.11
524288               4828.48
1048576              9646.39
