# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     211.76
8                     105.02
16                    104.44
32                    105.36
64                    102.99
128                   132.22
256                   166.17
512                   168.33
1024                  170.77
2048                  237.13
4096                  196.50
8192                  237.87
16384                 273.03
32768                 310.31
65536                 377.66
131072                613.85
262144               1113.03
524288               2094.74
1048576              4059.65
