# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      81.21
2                      81.15
4                      82.50
8                      82.26
16                     85.43
32                     89.93
64                     96.13
128                   187.77
256                   194.94
512                   260.21
1024                  296.25
2048                  385.63
4096                  531.71
8192                 1049.76
16384                1618.75
32768                2770.26
65536                5065.90
131072              51243.15
262144              18788.88
524288              36992.61
1048576             73442.17
