# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2429.19
2                    2585.19
4                    2652.83
8                    2626.18
16                   2643.65
32                   2655.49
64                   2692.90
128                  2720.69
256                  2783.17
512                  2827.65
1024                   86.78
2048                   95.42
4096                  103.05
8192                  134.60
16384                 187.88
32768                 294.52
65536                 519.98
131072               1189.39
262144               2417.00
524288               3869.31
1048576              6669.56
