# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      55.75
8                      55.66
16                     56.04
32                     57.04
64                     58.26
128                    64.62
256                   101.83
512                   104.38
1024                  105.78
2048                  169.92
4096                  115.95
8192                  158.92
16384                 188.89
32768                 232.08
65536                 305.62
131072                517.60
262144                915.24
524288               1704.96
1048576              3327.27
