# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.26
2                      25.52
4                      25.76
8                      27.29
16                     30.58
32                     32.95
64                     34.07
128                    47.30
256                    49.83
512                    62.88
1024                   67.44
2048                   85.42
4096                  116.33
8192                  165.94
16384                 243.90
32768                 401.98
65536                 715.30
131072               1345.45
262144               2522.25
524288               4817.92
1048576              9482.83
