# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.95
2                      19.93
4                      33.73
8                      34.24
16                     36.24
32                     35.72
64                     36.09
128                    36.49
256                    41.09
512                    23.22
1024                   25.51
2048                   25.81
4096                   29.99
8192                   40.98
16384                  51.59
32768                  73.42
65536                 118.46
131072                216.15
262144                385.86
524288                772.55
1048576              1548.09
