# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     109.19
2                     108.17
4                     107.82
8                     108.09
16                    107.95
32                    107.85
64                    108.53
128                   109.41
256                   108.56
512                   109.48
1024                  111.79
2048                  115.22
4096                  117.32
8192                  119.72
16384                 125.54
32768                 137.58
65536                 163.39
131072                141.19
262144                204.97
524288                379.59
1048576              8790.11
