# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      17.93
2                      15.22
4                      14.97
8                      14.94
16                     14.92
32                     15.23
64                     15.00
128                    15.01
256                    15.03
512                    15.02
1024                   15.31
2048                   15.45
4096                   16.60
8192                   16.85
16384                  17.17
32768                  17.75
65536                  17.84
131072                 19.57
262144                 22.38
524288                 27.21
1048576                43.10
