# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      63.63
2                      59.98
4                      60.10
8                      60.87
16                     60.43
32                     60.24
64                     59.16
128                    57.84
256                    59.13
512                    59.50
1024                   59.64
2048                   62.74
4096                   62.46
8192                   64.28
16384                  70.11
32768                  80.90
65536                 108.05
131072                141.35
262144                250.57
524288                466.18
1048576               788.21
