# OSU NCCL-CUDA Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      16.44
8                      15.67
16                     15.56
32                     16.30
64                     16.88
128                    16.82
256                    16.87
512                    16.91
1024                   16.93
2048                   17.02
4096                   17.16
8192                   17.51
16384                  18.30
32768                  18.56
65536                  18.93
131072                 19.24
262144                 19.67
524288                 22.13
1048576                25.75
