# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     194.70
2                     193.67
4                     194.15
8                     194.42
16                    197.11
32                    195.39
64                    195.31
128                   192.47
256                   180.88
512                   182.02
1024                  186.67
2048                  198.15
4096                  200.52
8192                  217.35
16384                 265.84
32768                 318.23
65536                 536.92
131072                814.45
262144               1764.17
524288               4418.50
1048576              6664.47
