# OSU MPI-CUDA Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      56.41
2                      55.57
4                      55.46
8                      55.51
16                     56.74
32                     57.43
64                     58.21
128                    59.01
256                    60.57
512                    63.00
1024                   63.02
2048                   64.63
4096                   70.02
8192                   77.81
16384                  92.81
32768                 115.30
65536                 157.55
131072                295.34
262144                897.43
524288               1953.00
1048576              4219.15
