# OSU MPI-CUDA Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      81.42
2                      80.17
4                      80.39
8                      80.58
16                     82.86
32                     83.63
64                     85.06
128                    87.55
256                    92.24
512                   102.08
1024                  105.30
2048                  114.95
4096                  127.08
8192                  149.49
16384                 189.46
32768                 238.75
65536                 496.86
131072                860.75
262144               1897.89
524288               3935.84
1048576              8150.64
