# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      36.11
2                      35.27
4                      34.58
8                      34.17
16                     33.69
32                     33.93
64                     34.00
128                    34.88
256                    35.64
512                    37.13
1024                   38.26
2048                   40.80
4096                   43.77
8192                   62.60
16384                  79.41
32768                  91.18
65536                  89.89
131072                 96.17
262144                122.93
524288                187.54
1048576               339.92
