# OSU MPI-CUDA Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      47.24
8                      45.40
16                     51.61
32                     51.94
64                     51.49
128                    52.14
256                    59.84
512                    61.84
1024                   68.19
2048                   70.55
4096                   84.81
8192                   86.71
16384                  93.40
32768                 114.80
65536                 128.25
131072                192.96
262144                315.27
524288                570.54
1048576              1096.01
