# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1260.18
2                    1255.16
4                    1259.67
8                    1256.71
16                   1257.09
32                   1257.35
64                   1261.87
128                  1265.75
256                  1271.93
512                  1289.93
1024                  934.63
2048                  964.21
4096                  974.04
8192                  996.45
16384                1057.79
32768                1177.00
65536                2276.81
131072              14259.28
262144               3367.32
524288               5054.47
1048576             11516.35
