# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      16.07
2                      15.04
4                      15.06
8                      15.02
16                     15.05
32                     15.08
64                     15.08
128                    15.10
256                    14.98
512                    15.08
1024                   15.08
2048                   15.21
4096                   15.65
8192                   16.28
16384                  17.65
32768                  19.81
65536                  21.34
131072                 21.89
262144                 23.00
524288                 25.66
1048576                31.57
