# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     192.97
2                     192.35
4                     191.38
8                     190.90
16                    190.87
32                    191.25
64                    191.23
128                   190.21
256                   179.59
512                   180.67
1024                  183.89
2048                  195.00
4096                  200.28
8192                  216.08
16384                 253.54
32768                 322.78
65536                 511.58
131072                792.87
262144               1755.21
524288               4183.94
1048576              6853.88
