# OSU MPI-CUDA Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     115.20
2                     115.13
4                     115.79
8                     116.15
16                    116.88
32                    119.01
64                    122.97
128                   125.38
256                   127.96
512                   132.49
1024                  141.75
2048                  156.28
4096                  190.97
8192                  246.08
16384                 384.91
32768                 877.30
65536                2028.43
131072               4754.23
262144              10136.54
524288              81108.01
1048576            154182.50
