# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     227.63
2                     227.59
4                     324.04
8                     324.08
16                    326.66
32                    328.61
64                    330.44
128                   332.38
256                   337.25
512                   232.23
1024                  237.58
2048                  248.98
4096                  256.61
8192                  265.22
16384                 280.76
32768                 322.30
65536                 410.52
131072                375.25
262144               8406.55
524288              11749.00
1048576             18192.56
