# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     113.63
2                     112.98
4                     112.96
8                     113.08
16                    113.09
32                    112.94
64                    113.31
128                   113.92
256                   116.25
512                   116.86
1024                  120.64
2048                  127.24
4096                  130.75
8192                  138.40
16384                 147.09
32768                 168.62
65536                 205.85
131072                208.18
262144                282.89
524288               6205.31
1048576              9618.57
