# OSU NCCL-CUDA Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      31.30
8                      31.15
16                     31.22
32                     31.25
64                     33.68
128                    33.73
256                    34.27
512                    35.20
1024                   38.60
2048                   40.29
4096                   46.72
8192                   52.88
16384                  63.79
32768                  89.92
65536                 179.80
131072                226.29
262144                315.33
524288                359.14
1048576               368.64
